,times,counts,rates
111,-21,0,1.9777999870266506e-09
112,-20,0,7.076447907043222e-08
113,-19,0,1.223679246329268e-06
114,-18,0,1.3674473578556356e-05
115,-17,0,0.0001128601295988244
116,-16,0,0.0007383505474323843
117,-15,0,0.0039672543958932625
118,-14,0,0.017809889643100714
119,-13,0,0.06744904021434771
120,-12,0,0.21669602032905583
121,-11,0,0.5928687093015325
122,-10,0,1.387115447823649
123,-9,0,2.791208917700082
124,-8,0,4.87051078041776
125,-7,0,7.45966411951379
126,-6,0,10.205289964045038
127,-5,0,12.76766121051124
128,-4,0,15.015303468904415
0,-3,1,17.0288565999561
1,-2,5,18.926508846482577
2,-1,9,20.702253491801418
3,0,9,22.221049445290035
4,1,10,23.32900011518028
5,2,11,23.947378375137774
6,3,13,24.09199435403356
7,4,15,23.8557569096065
8,5,25,23.39386940398615
9,6,14,22.89410810315436
10,7,25,22.50596210247021
11,8,20,22.264427238379877
12,9,26,22.08591027867221
13,10,27,21.860825666930456
14,11,19,21.5762637540474
15,12,20,21.37776996690464
16,13,27,21.524918025108786
17,14,15,22.256930025558635
18,15,28,23.647704765832103
19,16,23,25.55511062026303
20,17,28,27.70288367132609
21,18,16,29.82523849618326
22,19,22,31.759224394627495
23,20,18,33.42569147288633
24,21,23,34.750483110487515
25,22,27,35.63585581042856
26,23,30,36.02798881519358
27,24,24,36.01129800321643
28,25,31,35.81525632560025
29,26,28,35.685598180893116
30,27,32,35.70853422556677
31,28,40,35.75643685684166
32,29,41,35.62052652026754
33,30,28,35.19903995107614
34,31,33,34.55589499761279
35,32,34,33.818514026027415
36,33,34,33.05137016333962
37,34,44,32.23450396737452
38,35,34,31.340491192597423
39,36,33,30.416995908159613
40,37,33,29.607685218779825
41,38,38,29.104002201721332
42,39,31,29.04739579687971
43,40,29,29.426288103167753
44,41,42,30.052015067269195
45,42,27,30.66312586209157
46,43,38,31.07753799039772
47,44,19,31.250671065626175
48,45,26,31.205057202889485
49,46,37,30.934127868638633
50,47,28,30.387070269290213
51,48,34,29.540435289665123
52,49,33,28.475602117844044
53,50,19,27.38170027796148
54,51,38,26.486849002430002
55,52,29,25.990789739037535
56,53,33,26.042861422051207
57,54,32,26.730143338686982
58,55,28,28.017696587824688
59,56,25,29.655202943020292
60,57,29,31.168089829520703
61,58,33,32.03778165438854
62,59,26,31.989898744516662
63,60,18,31.154322068488323
64,61,23,29.960795269103414
65,62,33,28.880164848797037
66,63,31,28.22533636273089
67,64,39,28.114285562263223
68,65,29,28.528378335906034
69,66,33,29.3432577085259
70,67,21,30.312143082082027
71,68,37,31.096655316530313
72,69,25,31.395673643547187
73,70,34,31.088428102588363
74,71,20,30.273777183719424
75,72,30,29.172657046248833
76,73,29,27.96834242645114
77,74,33,26.720187289570404
78,75,39,25.435271642142954
79,76,23,24.224838081816753
80,77,36,23.369564709696895
81,78,20,23.199339955947377
82,79,27,23.87719453390547
83,80,33,25.27936051532593
84,81,41,27.078184387519553
85,82,17,28.9398606805444
86,83,16,30.66713044601116
87,84,27,32.217513510854666
88,85,26,33.62607933307166
89,86,21,34.87485475130136
90,87,26,35.77666925080685
91,88,37,35.959011450216565
92,89,28,34.969199628088
93,90,24,32.45440841797589
94,91,34,28.35641490577381
95,92,36,23.03686822172927
96,93,23,17.226666871415087
97,94,40,11.775064661776245
98,95,32,7.332004003813077
99,96,33,4.158914090316108
100,97,35,2.1543124857725062
101,98,29,1.0214997261735754
102,99,28,0.44242794092049564
103,100,19,0.1731036567548461
104,101,8,0.05987294591242657
105,102,5,0.01776042146469356
106,103,7,0.004356508710651754
107,104,3,0.0008462849738064866
108,105,3,0.0001230529415946817
109,106,1,1.2300945295536723e-05
129,107,0,7.296129019576989e-07
130,108,0,1.9109724388750898e-08
131,109,0,8.630363586687293e-11
