,times,counts,rates
109,-22,0,2.4758177151962574e-09
110,-21,0,5.156937286885857e-08
111,-20,0,6.715276956965239e-07
112,-19,0,6.80929856523745e-06
113,-18,0,5.6596290052511006e-05
114,-17,0,0.0003831359683751716
115,-16,0,0.0021298873133747316
116,-15,0,0.009879507509396264
117,-14,0,0.03870710658983336
118,-13,0,0.12929597532230383
119,-12,0,0.37092003932839895
120,-11,0,0.9192674347573674
121,-10,0,1.9806873562014315
122,-9,0,3.7402454091269854
123,-8,0,6.250057232007881
124,-7,0,9.338636982388326
125,-6,0,12.615289659521835
126,-5,0,15.609273567628978
0,-4,2,17.987019984524835
1,-3,2,19.683974264587377
2,-2,3,20.828759991056508
3,-1,8,21.550660295258684
4,0,17,21.886113617082227
5,1,11,21.856939999025446
6,2,14,21.583417890975085
7,3,15,21.28742773799357
8,4,12,21.199968963910678
9,5,35,21.476419083269086
10,6,12,22.147371616476686
11,7,21,23.064457991157504
12,8,23,23.873442660464665
13,9,27,24.111125864114356
14,10,15,23.426733114344522
15,11,21,21.789205779552173
16,12,20,19.531786961984476
17,13,18,17.204701961293978
18,14,24,15.340214035882704
19,15,28,14.26817690770703
20,16,29,14.04020195440644
21,17,17,14.444979253598447
22,18,29,15.104466887664998
23,19,17,15.64410070611382
24,20,13,15.866530609103627
25,21,11,15.821680905270524
26,22,14,15.733416572831443
27,23,18,15.84310228347606
28,24,15,16.264067251390895
29,25,19,16.916707736173624
30,26,18,17.57954855822062
31,27,14,18.038676100985093
32,28,16,18.24835916102703
33,29,12,18.39026563629578
34,30,12,18.78085476597815
35,31,20,19.688075386777363
36,32,19,21.177912197424682
37,33,21,23.065577836811986
38,34,20,24.96968256828099
39,35,11,26.44302454282977
40,36,24,27.145524445403797
41,37,14,26.985019362810807
42,38,17,26.140291153464403
43,39,26,24.95459264782001
44,40,19,23.777935780705082
45,41,29,22.854328983335147
46,42,29,22.2996299375533
47,43,27,22.14339144214987
48,44,22,22.36815663656297
49,45,28,22.905564845871897
50,46,20,23.603649228971385
51,47,26,24.21968686660858
52,48,25,24.49460024854539
53,49,23,24.290995061118135
54,50,18,23.68310503050596
55,51,22,22.911310265749858
56,52,21,22.24204270654176
57,53,33,21.841911064303865
58,54,19,21.72450689212987
59,55,27,21.760729579372708
60,56,26,21.73723488452115
61,57,17,21.461326332285708
62,58,31,20.874692437458272
63,59,15,20.08480437605191
64,60,16,19.267427483150293
65,61,27,18.530570232808753
66,62,26,17.870202285814972
67,63,24,17.222819043912725
68,64,19,16.520948459332295
69,65,16,15.708247249694908
70,66,22,14.751158549348242
71,67,20,13.676323747231507
72,68,21,12.607216103620528
73,69,12,11.752889484929058
74,70,19,11.334942528265117
75,71,14,11.489758045756616
76,72,23,12.205127640365689
77,73,11,13.325927320502469
78,74,19,14.61525433593479
79,75,10,15.82108641565983
80,76,8,16.710712600615746
81,77,11,17.094973221670035
82,78,17,16.8816309334041
83,79,12,16.12512275218187
84,80,10,15.002939969974284
85,81,14,13.727979632320029
86,82,21,12.47360337785743
87,83,16,11.34815408780361
88,84,14,10.397512220912215
89,85,19,9.613778499393568
90,86,15,8.944872903512278
91,87,11,8.303622125940326
92,88,17,7.5850929622754535
93,89,10,6.705821213548895
94,90,15,5.650722734506353
95,91,6,4.486824356104224
96,92,10,3.3285819185298444
97,93,8,2.287275717213627
98,94,13,1.4398253293899936
99,95,5,0.8192071526911243
100,96,7,0.41529370739536436
101,97,5,0.18493187574657396
102,98,5,0.07126851312534521
103,99,5,0.023348406585965913
104,100,2,0.006346552172759594
105,101,2,0.0013818859161440378
106,102,1,0.0002287970688476598
107,103,1,2.659413766445802e-05
127,104,0,1.8944305177415448e-06
128,105,0,6.17235577369724e-08
129,106,0,3.2755590465875296e-10
