times,counts
-4,2
-2,1
-1,9
0,8
1,9
2,15
3,14
4,12
5,10
6,23
7,13
8,16
9,15
10,11
11,24
12,11
13,11
14,22
15,13
16,15
17,18
18,13
19,12
20,11
21,8
22,7
23,11
24,11
25,18
26,15
27,11
28,17
29,8
30,18
31,19
32,20
33,17
34,11
35,18
36,15
37,17
38,20
39,14
40,16
41,22
42,15
43,18
44,19
45,20
46,17
47,11
48,17
49,20
50,9
51,20
52,20
53,17
54,13
55,18
56,23
57,28
58,13
59,22
60,15
61,8
62,18
63,20
64,21
65,15
66,20
67,20
68,17
69,12
70,18
71,23
72,27
73,11
74,20
75,15
76,20
77,13
78,15
79,9
80,13
81,13
82,10
83,11
84,15
85,8
86,14
87,15
88,12
89,6
90,10
91,4
92,10
93,10
94,6
95,10
96,11
97,5
98,8
99,5
100,4
101,1
102,3
