times,counts
-4,1
-3,4
-2,2
-1,9
0,10
1,11
2,17
3,22
4,11
5,19
6,23
7,20
8,22
9,19
10,19
11,18
12,25
13,24
14,16
15,26
16,22
17,21
18,23
19,19
20,33
21,23
22,23
23,34
24,29
25,31
26,32
27,39
28,34
29,40
30,37
31,30
32,37
33,43
34,26
35,46
36,38
37,43
38,45
39,40
40,36
41,40
42,41
43,38
44,31
45,56
46,52
47,45
48,38
49,35
50,39
51,44
52,38
53,30
54,39
55,43
56,41
57,40
58,34
59,44
60,36
61,38
62,33
63,56
64,40
65,43
66,41
67,46
68,30
69,31
70,32
71,53
72,37
73,28
74,35
75,32
76,28
77,32
78,19
79,29
80,38
81,36
82,35
83,44
84,35
85,43
86,31
87,35
88,24
89,38
90,32
91,34
92,36
93,40
94,39
95,28
96,28
97,34
98,29
99,20
100,24
101,17
102,9
103,4
105,3
106,1
107,3
109,1
