times,counts
0,14
1,19
2,12
3,16
4,13
5,15
6,12
7,13
8,9
9,10
10,13
11,15
12,13
13,12
14,10
15,14
16,11
17,7
18,19
19,9
20,19
21,12
22,11
23,17
24,10
25,18
26,11
27,13
28,13
29,14
30,16
31,11
32,15
33,16
34,18
35,19
36,11
37,3
38,13
39,11
40,5
41,9
42,9
43,6
44,13
45,14
46,13
47,10
48,12
49,7
50,8
51,6
52,6
53,6
54,4
55,8
56,9
57,17
58,9
59,11
60,11
61,11
62,9
63,14
64,10
65,9
66,10
67,8
68,4
69,2
70,3
71,3
72,3
73,5
74,5
75,1
76,4
77,4
78,3
79,4
80,5
81,5
82,5
83,1
84,3
85,3
87,3
88,3
90,2
96,1
97,2
99,2
100,1
