times,counts
-3,6
-2,2
-1,7
0,12
1,12
2,24
3,19
4,17
5,17
6,12
7,23
8,7
9,14
10,16
11,15
12,9
13,16
14,8
15,14
16,18
17,12
18,12
19,15
20,12
21,16
22,12
23,8
24,11
25,14
26,10
27,7
28,3
29,9
30,12
31,8
32,9
33,9
34,9
35,7
36,14
37,8
38,11
39,9
40,13
41,8
42,8
43,3
44,9
45,13
46,10
47,11
48,10
49,5
50,8
51,11
52,15
53,14
54,12
55,7
56,11
57,10
58,13
59,12
60,8
61,10
62,9
63,6
64,5
65,9
66,15
67,13
68,17
69,6
70,13
71,13
72,4
73,5
74,10
75,5
76,1
77,12
78,4
79,7
80,3
81,8
82,6
83,6
84,6
85,5
86,3
87,5
88,7
89,2
90,9
91,3
92,6
93,4
94,6
95,7
96,6
97,2
98,4
99,6
100,2
101,1
103,2
