times,counts
-4,1
-3,1
-2,8
-1,12
0,10
1,15
2,19
3,12
4,11
5,25
6,22
7,19
8,21
9,23
10,27
11,33
12,19
13,13
14,16
15,26
16,24
17,22
18,21
19,22
20,27
21,28
22,30
23,26
24,27
25,33
26,31
27,26
28,34
29,33
30,30
31,35
32,32
33,32
34,38
35,48
36,33
37,41
38,31
39,35
40,42
41,41
42,38
43,30
44,31
45,43
46,39
47,37
48,42
49,40
50,42
51,36
52,43
53,42
54,35
55,63
56,64
57,63
58,62
59,54
60,51
61,44
62,60
63,49
64,56
65,51
66,63
67,53
68,61
69,48
70,57
71,63
72,50
73,54
74,62
75,55
76,60
77,42
78,52
79,57
80,71
81,58
82,55
83,55
84,70
85,59
86,64
87,62
88,56
89,58
90,54
91,60
92,48
93,66
94,59
95,65
96,61
97,58
98,52
99,54
100,32
101,31
102,13
103,5
104,7
105,3
106,2
107,1
