times,counts
-2,6
-1,11
0,10
1,13
2,7
3,18
4,14
5,10
6,19
7,8
8,13
9,20
10,19
11,14
12,11
13,19
14,14
15,14
16,21
17,7
18,16
19,4
20,20
21,19
22,27
23,21
24,23
25,18
26,25
27,32
28,35
29,26
30,23
31,31
32,23
33,30
34,26
35,24
36,26
37,30
38,29
39,24
40,27
41,26
42,33
43,25
44,33
45,29
46,32
47,29
48,20
49,24
50,20
51,17
52,15
53,27
54,29
55,34
56,23
57,30
58,27
59,20
60,23
61,21
62,21
63,26
64,20
65,24
66,24
67,33
68,24
69,19
70,32
71,22
72,25
73,32
74,28
75,23
76,27
77,35
78,27
79,44
80,25
81,27
82,39
83,22
84,33
85,36
86,30
87,28
88,38
89,31
90,28
91,30
92,44
93,28
94,32
95,29
96,39
97,24
98,28
99,18
100,14
101,10
102,3
103,3
104,1
107,1
