,times,counts,rates
114,-22,0,4.963528075663072e-10
115,-21,0,1.0945504831199474e-08
116,-20,0,1.7007637779881182e-07
117,-19,0,1.9700468386076077e-06
118,-18,0,1.828798582088326e-05
119,-17,0,0.00013722408520117676
120,-16,0,0.0008428922790316947
121,-15,0,0.004312881886925993
122,-14,0,0.01861762921501575
123,-13,0,0.06841245356280855
124,-12,0,0.2155899509352474
125,-11,0,0.5866038664306731
126,-10,0,1.3875091546715943
127,-9,0,2.873906352634875
128,-8,0,5.254076839965125
129,-7,0,8.55220875170381
130,-6,0,12.518186254651914
131,-5,0,16.67634091010807
0,-4,1,20.515760289820776
1,-3,1,23.697414967774076
2,-2,4,26.12315103963213
3,-1,5,27.838694451248887
4,0,15,28.90168009549783
5,1,13,29.352137814046795
6,2,17,29.28192742330351
7,3,21,28.890433857280335
8,4,18,28.44249043528315
9,5,26,28.156211043677313
10,6,28,28.120372232974002
11,7,29,28.30032413820788
12,8,33,28.598664276925216
13,9,20,28.90503299616865
14,10,29,29.112616019773654
15,11,32,29.12761713228009
16,12,25,28.90138293006975
17,13,29,28.479166338912925
18,14,29,28.028505540452738
19,15,26,27.815187025550834
20,16,31,28.126019566096566
21,17,27,29.170024075472206
22,18,33,30.999415513625802
23,19,32,33.470319178141324
24,20,24,36.24972523771727
25,21,27,38.89747116569242
26,22,34,41.03970855870959
27,23,25,42.54938586473008
28,24,23,43.57969718116717
29,25,35,44.40051948461618
30,26,35,45.17380710431559
31,27,40,45.861693273462784
32,28,41,46.34126198895967
33,29,44,46.609277019154376
34,30,31,46.86523821794842
35,31,45,47.383580860218935
36,32,38,48.297739456062224
37,33,58,49.477625655783676
38,34,44,50.581392821827464
39,35,42,51.24267729782655
40,36,51,51.27613573807072
41,37,42,50.77311586531397
42,38,40,50.03431385609827
43,39,54,49.40300082192965
44,40,49,49.12917343885561
45,41,56,49.339852236920294
46,42,57,50.06424730073111
47,43,34,51.22462984294019
48,44,60,52.597473129216155
49,45,54,53.82829534453194
50,46,39,54.5546989191395
51,47,58,54.601560796047245
52,48,47,54.118568881627134
53,49,41,53.528458940703466
54,50,53,53.3052663987239
55,51,63,53.742237125629536
56,52,52,54.83303503276701
57,53,56,56.28204763439262
58,54,52,57.62604077470656
59,55,55,58.44603176230307
60,56,54,58.578982650214996
61,57,48,58.16310402755053
62,58,48,57.44753808952291
63,59,58,56.54850157586071
64,60,65,55.42389862936792
65,61,63,54.105092235013316
66,62,51,52.938745991674814
67,63,55,52.56743806681649
68,64,48,53.6073324561349
69,65,62,56.24344731827008
70,66,71,60.042295675610795
71,67,56,64.12055358926708
72,68,51,67.56071989523615
73,69,51,69.82019035594219
74,70,44,70.90233586304589
75,71,51,71.22737470202762
76,72,61,71.34314758935285
77,73,73,71.66360564664004
78,74,59,72.32114927540638
79,75,72,73.15168631992645
80,76,72,73.80939140898731
81,77,62,73.95291954116969
82,78,71,73.42253416662317
83,79,67,72.35098585438337
84,80,77,71.14484153752639
85,81,63,70.30374779355564
86,82,71,70.17306961573313
87,83,88,70.81382971577837
88,84,68,72.08691006565863
89,85,86,73.82461186251486
90,86,54,75.81797977713182
91,87,68,77.534580513297
92,88,75,77.88245792472168
93,89,85,75.43686944310487
94,90,66,69.14366072346559
95,91,72,59.037819911055
96,92,64,46.43558816846296
97,93,59,33.418101159622424
98,94,83,21.939179478298684
99,95,81,13.136797299999595
100,96,71,7.189599004633014
101,97,72,3.6148657187160462
102,98,70,1.6873266902226909
103,99,44,0.7446993281478573
104,100,33,0.3187014222649466
105,101,26,0.13543478835581657
106,102,16,0.05761041951215775
107,103,6,0.024107897346980205
108,104,3,0.009551716695984572
109,105,3,0.0034163217626716424
132,106,0,0.0010484375680984079
110,107,1,0.000261433197322678
111,108,1,4.969030795507179e-05
112,109,1,6.607395889140563e-06
133,110,0,5.353585291150028e-07
134,111,0,1.9803711002029574e-08
135,112,0,1.2059264758664616e-10
