times,counts
0,16
1,19
2,17
3,22
4,23
5,29
6,25
7,22
8,21
9,24
10,16
11,23
12,23
13,29
14,24
15,28
16,27
17,30
18,30
19,27
20,31
21,24
22,20
23,27
24,28
25,30
26,25
27,37
28,39
29,39
30,29
31,36
32,33
33,56
34,46
35,47
36,43
37,51
38,53
39,47
40,40
41,55
42,49
43,48
44,45
45,47
46,50
47,52
48,49
49,52
50,46
51,58
52,41
53,47
54,45
55,37
56,52
57,52
58,37
59,49
60,41
61,44
62,39
63,37
64,47
65,43
66,39
67,43
68,39
69,36
70,39
71,32
72,37
73,35
74,32
75,28
76,45
77,52
78,37
79,53
80,42
81,46
82,42
83,49
84,33
85,39
86,34
87,38
88,38
89,38
90,27
91,31
92,33
93,32
94,36
95,31
96,27
97,30
98,39
99,29
100,38
