times,counts
-4,2
-3,1
-2,4
-1,11
0,17
1,4
2,17
3,18
4,10
5,17
6,18
7,29
8,20
9,19
10,28
11,15
12,22
13,24
14,23
15,18
16,10
17,28
18,16
19,27
20,27
21,27
22,40
23,32
24,22
25,29
26,30
27,26
28,27
29,24
30,27
31,27
32,25
33,29
34,31
35,29
36,18
37,16
38,20
39,15
40,23
41,32
42,28
43,40
44,24
45,24
46,24
47,28
48,25
49,27
50,26
51,20
52,22
53,18
54,22
55,28
56,28
57,25
58,22
59,27
60,20
61,24
62,30
63,27
64,20
65,27
66,23
67,18
68,27
69,26
70,30
71,27
72,22
73,22
74,18
75,25
76,20
77,27
78,28
79,27
80,28
81,23
82,28
83,19
84,17
85,23
86,23
87,23
88,22
89,28
90,27
91,16
92,17
93,17
94,15
95,14
96,26
97,15
98,13
99,12
100,10
101,4
102,3
103,7
