,times,counts,rates
61,-21,0,1.3420968932898146e-08
62,-20,0,3.1821257358255205e-07
63,-19,0,4.518209633695881e-06
64,-18,0,4.589451426365211e-05
65,-17,0,0.00034991966171662184
66,-16,0,0.0021108135385586916
67,-15,0,0.010462360174968236
68,-14,0,0.04341947158969697
69,-13,0,0.1519793029907394
70,-12,0,0.45007696926175045
71,-11,0,1.1305708597535478
72,-10,0,2.416257229058602
73,-9,0,4.411310301546907
74,-8,0,6.9185475473997124
75,-7,0,9.398387772305693
76,-6,0,11.192607963939816
77,-5,0,11.889771390631605
78,-4,0,11.532359487946469
0,-3,3,10.505721478654102
1,-2,6,9.256123833821356
2,-1,11,8.096829786129573
3,0,14,7.193947875479619
4,1,6,6.630491118995667
5,2,8,6.435202427349925
6,3,11,6.568336931374333
7,4,12,6.9142298730488525
8,5,8,7.305371891783502
9,6,8,7.564973232044343
10,7,5,7.545929455654362
11,8,7,7.160391880879351
12,9,7,6.4091243218386555
13,10,9,5.401119228027083
14,11,5,4.327611278755963
15,12,6,3.384396733835913
16,13,7,2.6986459298749303
17,14,12,2.3156874394988707
18,15,5,2.231665607790565
19,16,9,2.41603534893766
20,17,1,2.7993305688756083
21,18,6,3.2542949869446405
22,19,4,3.612655693831073
23,20,3,3.7265265913087298
24,21,1,3.5379598348905406
25,22,2,3.1062058908230714
26,23,3,2.570470430997587
27,24,3,2.0730492661426294
28,25,3,1.697020528690638
29,26,5,1.4561744150477376
30,27,6,1.3269670674229204
31,28,2,1.2823483993312532
79,29,0,1.3015387818041435
32,30,4,1.3633765814878354
33,31,2,1.4432060780680156
34,32,2,1.5179908636819113
35,33,1,1.5710330626305646
36,34,1,1.5945839443155543
37,35,3,1.5958435755935305
80,36,0,1.6016206319620405
38,37,2,1.6496952593090441
39,38,1,1.7674896915854195
40,39,2,1.951369353251129
41,40,2,2.1584127655258074
42,41,2,2.3161489216148077
43,42,1,2.3483510686819478
44,43,1,2.20699427629128
45,44,2,1.8983588781295027
46,45,2,1.4900723941941385
47,46,1,1.0864145857488792
48,47,1,0.7804650635159538
49,48,5,0.6171440707158251
50,49,1,0.5886636597575469
51,50,3,0.6502128248754654
52,51,3,0.7381665563861136
53,52,1,0.790726481568857
81,53,0,0.7729645287124549
82,54,0,0.6912892920665709
54,55,1,0.5803231927318271
83,56,0,0.4717470398023587
55,57,1,0.37522787585284306
56,58,3,0.2856036766444381
84,59,0,0.200217105195535
85,60,0,0.12504533144811456
86,61,0,0.06798815636312595
57,62,1,0.031562206881027094
58,63,1,0.01220542235524436
87,64,0,0.0037888335612773524
88,65,0,0.0008934577679874303
59,66,1,0.00014731791204336344
89,67,0,1.4804265255787427e-05
90,68,0,6.821098036824093e-07
91,69,0,5.172660068439484e-09
