times,counts
-2,4
-1,11
0,10
1,16
2,14
3,17
4,16
5,26
6,27
7,31
8,27
9,32
10,30
11,26
12,22
13,14
14,23
15,28
16,22
17,29
18,26
19,29
20,25
21,30
22,28
23,24
24,36
25,33
26,34
27,30
28,40
29,33
30,38
31,37
32,41
33,48
34,33
35,33
36,50
37,44
38,34
39,55
40,50
41,65
42,39
43,43
44,53
45,45
46,50
47,38
48,56
49,58
50,54
51,46
52,50
53,59
54,61
55,58
56,54
57,46
58,68
59,59
60,64
61,65
62,67
63,71
64,64
65,76
66,54
67,63
68,73
69,87
70,66
71,86
72,77
73,96
74,76
75,83
76,89
77,69
78,72
79,77
80,87
81,76
82,93
83,88
84,65
85,84
86,67
87,75
88,77
89,76
90,74
91,89
92,78
93,78
94,69
95,73
96,74
97,73
98,62
99,47
100,35
101,20
102,25
103,7
104,8
105,4
106,3
107,1
108,1
