times,counts
0,14
1,12
2,21
3,23
4,22
5,18
6,23
7,17
8,19
9,18
10,34
11,23
12,17
13,28
14,32
15,23
16,21
17,17
18,16
19,25
20,31
21,29
22,17
23,19
24,19
25,28
26,24
27,24
28,22
29,18
30,22
31,20
32,24
33,32
34,27
35,34
36,34
37,31
38,37
39,33
40,39
41,31
42,37
43,28
44,31
45,44
46,40
47,40
48,42
49,48
50,47
51,46
52,41
53,51
54,50
55,41
56,56
57,60
58,50
59,53
60,53
61,47
62,54
63,48
64,52
65,42
66,58
67,51
68,52
69,48
70,51
71,58
72,55
73,47
74,43
75,58
76,60
77,53
78,62
79,62
80,59
81,65
82,67
83,53
84,55
85,65
86,71
87,56
88,55
89,65
90,62
91,62
92,58
93,61
94,62
95,66
96,65
97,61
98,54
99,60
100,57
