times,counts
-3,1
-2,13
-1,12
0,8
1,11
2,15
3,17
4,12
5,14
6,12
7,10
8,15
9,14
10,7
11,12
12,14
13,12
14,25
15,23
16,13
17,15
18,16
19,21
20,16
21,9
22,17
23,29
24,17
25,28
26,18
27,32
28,27
29,42
30,38
31,24
32,26
33,30
34,25
35,33
36,35
37,36
38,30
39,29
40,32
41,35
42,28
43,34
44,25
45,25
46,22
47,23
48,32
49,25
50,21
51,28
52,20
53,14
54,26
55,22
56,26
57,22
58,28
59,23
60,25
61,18
62,16
63,19
64,26
65,21
66,28
67,32
68,27
69,34
70,25
71,15
72,21
73,29
74,26
75,30
76,27
77,23
78,25
79,31
80,17
81,19
82,28
83,17
84,32
85,27
86,36
87,26
88,22
89,26
90,24
91,39
92,36
93,30
94,18
95,27
96,38
97,33
98,25
99,21
100,18
101,12
102,6
103,3
104,3
105,1
107,1
109,1
