times,counts
-4,2
-3,1
-2,3
-1,9
0,7
1,12
2,10
3,19
4,9
5,24
6,28
7,18
8,26
9,22
10,31
11,19
12,30
13,23
14,17
15,14
16,20
17,16
18,15
19,20
20,17
21,15
22,19
23,16
24,14
25,14
26,15
27,19
28,17
29,13
30,12
31,11
32,25
33,20
34,18
35,18
36,23
37,20
38,13
39,27
40,14
41,14
42,14
43,10
44,10
45,15
46,11
47,11
48,9
49,13
50,13
51,16
52,13
53,12
54,10
55,9
56,10
57,8
58,11
59,10
60,8
61,7
62,16
63,13
64,11
65,9
66,6
67,11
68,13
69,11
70,11
71,15
72,10
73,10
74,17
75,10
76,15
77,10
78,10
79,5
80,6
81,5
82,6
83,4
84,5
85,7
86,2
87,8
88,5
89,7
90,6
91,2
92,4
93,4
94,4
95,5
96,4
97,6
98,3
99,4
100,4
101,3
102,2
103,1
106,1
