times,counts
-3,3
-2,4
-1,8
0,10
1,26
2,14
3,16
4,21
5,20
6,14
7,21
8,23
9,16
10,20
11,17
12,25
13,23
14,27
15,26
16,24
17,31
18,23
19,36
20,19
21,28
22,31
23,38
24,26
25,29
26,29
27,24
28,30
29,36
30,32
31,31
32,26
33,29
34,36
35,30
36,28
37,25
38,31
39,41
40,32
41,37
42,39
43,46
44,43
45,47
46,46
47,41
48,45
49,48
50,38
51,43
52,45
53,50
54,51
55,41
56,42
57,44
58,53
59,63
60,52
61,62
62,40
63,49
64,52
65,57
66,57
67,58
68,52
69,59
70,49
71,56
72,55
73,55
74,59
75,53
76,44
77,58
78,62
79,67
80,67
81,63
82,58
83,70
84,51
85,54
86,53
87,64
88,56
89,51
90,67
91,65
92,65
93,63
94,43
95,57
96,53
97,64
98,48
99,42
100,25
101,22
102,18
103,1
104,2
105,2
106,2
