times,counts
-2,6
-1,7
0,10
1,23
2,14
3,24
4,26
5,20
6,31
7,26
8,26
9,25
10,26
11,46
12,38
13,30
14,35
15,29
16,46
17,27
18,35
19,24
20,37
21,34
22,37
23,35
24,27
25,36
26,28
27,38
28,31
29,30
30,34
31,33
32,44
33,37
34,39
35,48
36,46
37,49
38,41
39,36
40,33
41,50
42,34
43,37
44,40
45,45
46,42
47,46
48,47
49,50
50,52
51,47
52,39
53,62
54,61
55,50
56,49
57,47
58,43
59,53
60,50
61,52
62,54
63,55
64,57
65,52
66,46
67,52
68,61
69,51
70,44
71,57
72,45
73,52
74,44
75,43
76,46
77,46
78,53
79,44
80,51
81,34
82,53
83,47
84,45
85,48
86,43
87,34
88,41
89,38
90,43
91,44
92,51
93,37
94,36
95,37
96,36
97,33
98,37
99,27
100,35
101,9
102,11
103,2
104,3
105,2
106,1
107,1
