times,counts
0,20
1,22
2,16
3,20
4,18
5,19
6,15
7,11
8,10
9,12
10,8
11,10
12,14
13,11
14,9
15,16
16,10
17,13
18,30
19,10
20,19
21,14
22,11
23,15
24,12
25,19
26,13
27,15
28,13
29,12
30,15
31,9
32,6
33,9
34,18
35,17
36,8
37,7
38,10
39,11
40,10
41,15
42,4
43,11
44,11
45,7
46,11
47,9
48,8
49,10
50,9
51,11
52,13
53,15
54,12
55,10
56,7
57,8
58,8
59,9
60,7
61,12
62,5
63,7
64,7
65,2
66,7
67,10
68,5
69,9
70,5
71,2
73,4
74,4
75,6
76,4
77,4
78,3
79,8
80,7
81,8
82,6
83,3
84,2
85,8
86,6
87,7
88,4
89,6
90,4
91,4
92,4
93,3
94,6
95,1
96,3
97,4
98,8
99,2
100,5
