times,counts
0,17
1,16
2,17
3,18
4,24
5,22
6,16
7,17
8,24
9,18
10,24
11,24
12,21
13,23
14,13
15,17
16,17
17,21
18,8
19,11
20,18
21,21
22,15
23,24
24,15
25,12
26,15
27,17
28,10
29,18
30,9
31,17
32,17
33,15
34,9
35,8
36,8
37,10
38,12
39,10
40,9
41,13
42,8
43,9
44,9
45,9
46,5
47,5
48,5
49,6
50,8
51,5
52,7
53,9
54,11
55,5
56,3
57,6
58,6
59,2
60,8
61,4
62,6
63,2
64,5
65,1
66,5
67,1
68,3
69,4
70,3
71,3
72,4
73,3
74,5
75,4
76,5
77,9
78,6
79,7
80,3
81,6
82,2
83,7
84,3
85,6
86,5
87,5
88,1
89,4
90,1
91,2
92,6
93,5
94,3
95,6
96,9
97,5
98,2
99,6
100,8
