times,counts
0,14
1,16
2,18
3,19
4,13
5,16
6,18
7,25
8,14
9,24
10,22
11,17
12,23
13,30
14,34
15,29
16,34
17,28
18,31
19,41
20,27
21,26
22,33
23,32
24,36
25,29
26,35
27,40
28,43
29,41
30,38
31,41
32,42
33,46
34,47
35,44
36,46
37,48
38,43
39,59
40,56
41,44
42,51
43,50
44,60
45,53
46,59
47,59
48,62
49,62
50,57
51,61
52,65
53,68
54,57
55,69
56,65
57,63
58,55
59,63
60,65
61,58
62,62
63,68
64,70
65,75
66,68
67,66
68,73
69,59
70,68
71,71
72,75
73,69
74,52
75,64
76,68
77,59
78,73
79,62
80,72
81,57
82,72
83,63
84,71
85,69
86,67
87,68
88,76
89,70
90,77
91,73
92,79
93,72
94,80
95,81
96,70
97,73
98,68
99,70
100,63
