times,counts
-2,8
-1,8
0,15
1,23
2,22
3,20
4,26
5,26
6,28
7,29
8,27
9,23
10,27
11,24
12,31
13,29
14,39
15,28
16,32
17,34
18,38
19,30
20,26
21,35
22,43
23,24
24,43
25,36
26,24
27,32
28,38
29,31
30,33
31,29
32,39
33,36
34,34
35,41
36,35
37,34
38,39
39,34
40,36
41,38
42,30
43,29
44,29
45,38
46,32
47,36
48,22
49,34
50,25
51,26
52,29
53,29
54,37
55,26
56,24
57,28
58,38
59,23
60,30
61,26
62,30
63,34
64,25
65,25
66,29
67,31
68,24
69,31
70,28
71,25
72,31
73,22
74,29
75,24
76,22
77,35
78,23
79,19
80,24
81,28
82,19
83,26
84,21
85,31
86,24
87,19
88,27
89,23
90,23
91,25
92,21
93,29
94,35
95,25
96,15
97,22
98,14
99,16
100,9
101,8
102,3
103,3
104,5
