times,counts
-4,1
-3,1
-2,5
-1,7
0,17
1,10
2,11
3,10
4,6
5,16
6,20
7,23
8,12
9,17
10,12
11,12
12,11
13,9
14,19
15,18
16,17
17,21
18,17
19,19
20,14
21,17
22,23
23,20
24,18
25,15
26,18
27,12
28,13
29,16
30,21
31,16
32,18
33,24
34,31
35,23
36,18
37,23
38,29
39,22
40,23
41,19
42,28
43,14
44,21
45,17
46,24
47,14
48,21
49,24
50,22
51,25
52,15
53,17
54,22
55,19
56,20
57,17
58,18
59,19
60,23
61,18
62,14
63,16
64,23
65,20
66,17
67,20
68,12
69,9
70,14
71,7
72,12
73,12
74,19
75,17
76,12
77,21
78,19
79,14
80,14
81,20
82,12
83,18
84,17
85,14
86,24
87,16
88,23
89,14
90,14
91,10
92,11
93,12
94,10
95,9
96,12
97,11
98,9
99,9
100,5
101,5
102,4
103,3
106,1
