times,counts
-3,2
-2,4
-1,12
0,15
1,15
2,16
3,14
4,19
5,15
6,28
7,21
8,21
9,12
10,14
11,13
12,19
13,20
14,19
15,27
16,21
17,21
18,23
19,27
20,25
21,18
22,32
23,25
24,23
25,22
26,27
27,19
28,29
29,24
30,24
31,25
32,21
33,22
34,18
35,25
36,23
37,24
38,21
39,21
40,17
41,20
42,32
43,23
44,18
45,25
46,21
47,18
48,14
49,23
50,16
51,21
52,18
53,22
54,25
55,25
56,26
57,31
58,21
59,16
60,21
61,14
62,11
63,17
64,19
65,12
66,12
67,20
68,11
69,15
70,21
71,19
72,17
73,17
74,16
75,11
76,13
77,21
78,15
79,14
80,20
81,16
82,17
83,17
84,13
85,15
86,13
87,19
88,14
89,12
90,12
91,14
92,15
93,11
94,15
95,17
96,12
97,17
98,14
99,6
100,8
101,1
102,3
103,4
