times,counts
-3,1
-2,5
-1,9
0,9
1,10
2,11
3,13
4,15
5,25
6,14
7,25
8,20
9,26
10,27
11,19
12,20
13,27
14,15
15,28
16,23
17,28
18,16
19,22
20,18
21,23
22,27
23,30
24,24
25,31
26,28
27,32
28,40
29,41
30,28
31,33
32,34
33,34
34,44
35,34
36,33
37,33
38,38
39,31
40,29
41,42
42,27
43,38
44,19
45,26
46,37
47,28
48,34
49,33
50,19
51,38
52,29
53,33
54,32
55,28
56,25
57,29
58,33
59,26
60,18
61,23
62,33
63,31
64,39
65,29
66,33
67,21
68,37
69,25
70,34
71,20
72,30
73,29
74,33
75,39
76,23
77,36
78,20
79,27
80,33
81,41
82,17
83,16
84,27
85,26
86,21
87,26
88,37
89,28
90,24
91,34
92,36
93,23
94,40
95,32
96,33
97,35
98,29
99,28
100,19
101,8
102,5
103,7
104,3
105,3
106,1
