times,counts
-3,2
-2,3
-1,5
0,12
1,10
2,11
3,14
4,18
5,11
6,14
7,12
8,19
9,8
10,16
11,11
12,15
13,16
14,15
15,7
16,9
17,15
18,15
19,12
20,15
21,9
22,26
23,18
24,12
25,21
26,16
27,25
28,14
29,11
30,15
31,9
32,17
33,8
34,14
35,24
36,13
37,11
38,11
39,10
40,14
41,12
42,8
43,4
44,8
45,9
46,8
47,13
48,3
49,6
50,7
51,10
52,3
53,6
54,10
55,5
56,4
57,7
58,6
59,9
60,11
61,7
62,6
63,9
64,6
65,5
66,7
67,4
68,9
69,4
70,6
71,5
72,4
73,3
74,4
75,4
76,8
77,1
78,3
79,7
80,6
81,6
82,2
84,6
85,5
86,3
87,8
88,2
89,2
90,3
91,2
92,2
93,3
94,4
95,8
96,3
97,3
98,4
99,4
100,2
101,2
