times,counts
0,22
1,14
2,18
3,15
4,22
5,26
6,21
7,27
8,23
9,31
10,22
11,20
12,33
13,28
14,40
15,40
16,36
17,29
18,47
19,36
20,43
21,42
22,51
23,28
24,39
25,39
26,41
27,27
28,39
29,40
30,41
31,30
32,30
33,36
34,31
35,36
36,34
37,39
38,27
39,37
40,29
41,36
42,34
43,37
44,40
45,42
46,31
47,32
48,29
49,38
50,34
51,37
52,30
53,34
54,28
55,35
56,38
57,34
58,38
59,31
60,40
61,30
62,44
63,34
64,26
65,26
66,28
67,28
68,29
69,29
70,35
71,30
72,28
73,30
74,28
75,39
76,35
77,36
78,33
79,30
80,31
81,32
82,31
83,30
84,26
85,34
86,46
87,48
88,44
89,46
90,45
91,43
92,48
93,56
94,47
95,43
96,47
97,53
98,47
99,54
100,58
