times,counts
0,15
1,15
2,22
3,25
4,23
5,10
6,21
7,24
8,20
9,26
10,29
11,29
12,31
13,36
14,22
15,23
16,26
17,32
18,27
19,26
20,28
21,27
22,33
23,35
24,29
25,22
26,32
27,37
28,29
29,31
30,21
31,36
32,43
33,35
34,36
35,30
36,39
37,40
38,37
39,41
40,48
41,42
42,43
43,42
44,47
45,46
46,52
47,52
48,50
49,44
50,55
51,52
52,56
53,49
54,62
55,55
56,50
57,57
58,46
59,58
60,49
61,58
62,48
63,63
64,66
65,64
66,62
67,65
68,66
69,64
70,59
71,64
72,66
73,56
74,62
75,49
76,58
77,53
78,54
79,53
80,55
81,55
82,61
83,52
84,64
85,53
86,43
87,44
88,48
89,40
90,43
91,46
92,43
93,38
94,45
95,50
96,42
97,45
98,48
99,41
100,37
