,times,counts,rates
109,-21,0,1.4164078500479277e-09
110,-20,0,5.634980788437028e-08
111,-19,0,9.04824489759649e-07
112,-18,0,9.967898184643743e-06
113,-17,0,8.320370305086644e-05
114,-16,0,0.0005593599866848872
115,-15,0,0.0031091953886008914
116,-14,0,0.014438923312572264
117,-13,0,0.05647078690267331
118,-12,0,0.18728098275303368
119,-11,0,0.5297490761582299
120,-10,0,1.2853821903485998
121,-9,0,2.6931393431402126
122,-8,0,4.913419094389131
123,-7,0,7.8893421514586235
124,-6,0,11.296415910061976
125,-5,0,14.64323594260133
126,-4,0,17.453939725717564
0,-3,1,19.404747242569414
1,-2,6,20.366755265771985
2,-1,5,20.387830071489137
3,0,11,19.635897878594477
4,1,8,18.31736292917056
5,2,20,16.623091738945558
6,3,16,14.743736283583765
7,4,16,12.913668806399839
8,5,20,11.404119195644688
9,6,14,10.450557102049821
10,7,21,10.173944998754015
11,8,18,10.545943058350002
12,9,24,11.394097538982146
13,10,7,12.431711199624946
14,11,14,13.327191411347448
15,12,13,13.823069066819539
16,13,9,13.847777035671047
17,14,10,13.522154872750685
18,15,7,13.038902148512621
19,16,17,12.517307520601689
20,17,16,11.950713920786226
21,18,11,11.26313998135319
22,19,16,10.40912041484209
23,20,12,9.439847743174452
24,21,10,8.48585570476783
25,22,8,7.6736962903958625
26,23,20,7.0602334326563465
27,24,11,6.641700380398566
28,25,13,6.406386555308483
29,26,7,6.368936529541047
30,27,10,6.567415275440146
31,28,7,7.042145484927795
32,29,9,7.810722483239479
33,30,10,8.837424187718586
34,31,4,10.000346007257718
35,32,7,11.086837038790428
36,33,10,11.854120031898693
37,34,4,12.136973672808715
38,35,7,11.925827432800546
39,36,7,11.35875030699582
40,37,10,10.635775306544245
41,38,11,9.909420143934831
42,39,8,9.22508438682595
43,40,18,8.555070644272307
44,41,13,7.88406053341392
45,42,4,7.255868245266834
46,43,11,6.746907619945534
47,44,12,6.413783783319981
48,45,9,6.271214211282368
49,46,12,6.306506544936281
50,47,8,6.502106721553587
51,48,6,6.842186309071035
52,49,9,7.299900921110207
53,50,6,7.818993978235085
54,51,6,8.310964225772862
55,52,9,8.68348695671478
56,53,6,8.888746755334592
57,54,4,8.947985612290324
58,55,10,8.919698285093531
59,56,3,8.837706268174804
60,57,13,8.681760661658705
61,58,8,8.408069148268186
62,59,7,8.002836228925187
63,60,10,7.506113783798917
64,61,5,6.99455819904474
65,62,11,6.548864342281197
66,63,9,6.230494522419441
67,64,9,6.075166287052258
68,65,6,6.099439328097958
69,66,12,6.309619527659496
70,67,5,6.6966069860851025
71,68,6,7.208032703221975
72,69,8,7.718773988236234
73,70,6,8.04625977117827
74,71,9,8.029537592749012
75,72,3,7.621918987681629
76,73,6,6.9226863232256965
77,74,7,6.127450477501747
78,75,7,5.438497046951752
79,76,7,4.990929851262112
80,77,12,4.826983802398351
81,78,7,4.912295358894259
82,79,7,5.165831567582322
83,80,6,5.487898258886259
84,81,7,5.7875233441006575
85,82,3,6.0069579555784784
86,83,5,6.1368608182718365
87,84,7,6.218629222610224
88,85,4,6.328336624123034
89,86,4,6.539269484669908
90,87,9,6.872521777877016
91,88,4,7.257475507543777
92,89,8,7.53130196397959
93,90,5,7.493416662337753
94,91,7,6.995604702350895
95,92,5,6.022876830020775
96,93,4,4.718693824807106
97,94,10,3.3309464057507907
98,95,4,2.1041236224408775
99,96,8,1.184521644935849
100,97,8,0.5929127457406349
101,98,7,0.26326211930229243
102,99,9,0.10315093425574298
103,100,3,0.03529936579508099
104,101,2,0.01038688203521106
105,102,4,0.002577208873481652
106,103,1,0.0005262597605579432
127,104,0,8.505128113613775e-05
107,105,1,1.0071057173185786e-05
128,106,0,7.494138547210086e-07
129,107,0,2.5371473228360352e-08
130,108,0,1.3445905855109097e-10
