times,counts
0,15
1,15
2,13
3,14
4,14
5,23
6,18
7,12
8,17
9,11
10,17
11,14
12,14
13,25
14,20
15,15
16,16
17,14
18,13
19,19
20,22
21,27
22,12
23,16
24,12
25,15
26,16
27,9
28,22
29,24
30,23
31,26
32,16
33,21
34,17
35,19
36,23
37,20
38,19
39,27
40,32
41,34
42,26
43,31
44,33
45,38
46,39
47,40
48,27
49,36
50,32
51,27
52,36
53,32
54,43
55,27
56,30
57,36
58,43
59,48
60,41
61,42
62,46
63,45
64,38
65,31
66,40
67,32
68,40
69,32
70,29
71,30
72,43
73,24
74,37
75,38
76,44
77,33
78,46
79,35
80,24
81,29
82,29
83,31
84,27
85,17
86,34
87,30
88,28
89,31
90,25
91,33
92,22
93,31
94,31
95,34
96,31
97,20
98,26
99,26
100,24
