times,counts
0,13
1,20
2,11
3,12
4,14
5,8
6,9
7,11
8,17
9,10
10,15
11,10
12,10
13,22
14,8
15,14
16,14
17,8
18,11
19,9
20,13
21,12
22,15
23,8
24,5
25,9
26,13
27,9
28,14
29,12
30,7
31,8
32,6
33,3
34,11
35,5
36,12
37,5
38,4
39,7
40,10
41,6
42,10
43,5
44,13
45,4
46,6
47,4
48,9
49,6
50,6
51,10
52,8
53,4
54,6
55,6
56,11
57,8
58,15
59,10
60,13
61,9
62,11
63,9
64,10
65,6
66,8
67,1
68,5
69,5
70,4
71,1
72,2
73,4
74,1
75,2
76,3
77,2
78,3
79,3
80,2
81,3
82,2
83,1
84,1
85,1
86,1
87,1
88,2
89,2
90,3
91,2
92,3
93,2
94,2
95,3
96,5
97,3
98,2
99,1
100,1
