times,counts
0,15
1,22
2,25
3,28
4,21
5,30
6,39
7,18
8,21
9,32
10,25
11,27
12,28
13,22
14,34
15,36
16,41
17,29
18,39
19,39
20,36
21,31
22,23
23,38
24,33
25,32
26,31
27,32
28,31
29,32
30,37
31,43
32,23
33,28
34,41
35,40
36,37
37,44
38,41
39,40
40,41
41,31
42,22
43,37
44,23
45,35
46,29
47,28
48,28
49,34
50,24
51,29
52,29
53,31
54,27
55,32
56,27
57,30
58,25
59,43
60,23
61,31
62,30
63,33
64,30
65,24
66,19
67,30
68,25
69,28
70,28
71,23
72,31
73,30
74,26
75,33
76,30
77,27
78,21
79,25
80,25
81,24
82,18
83,23
84,21
85,24
86,19
87,26
88,27
89,18
90,28
91,21
92,29
93,32
94,26
95,19
96,26
97,22
98,27
99,10
100,19
