times,counts
0,20
1,13
2,11
3,12
4,14
5,12
6,20
7,15
8,20
9,8
10,21
11,18
12,15
13,8
14,9
15,17
16,16
17,11
18,10
19,7
20,6
21,12
22,8
23,14
24,11
25,10
26,10
27,8
28,19
29,11
30,19
31,9
32,22
33,14
34,15
35,11
36,19
37,24
38,14
39,22
40,19
41,22
42,18
43,23
44,16
45,26
46,16
47,22
48,20
49,20
50,16
51,17
52,19
53,18
54,26
55,15
56,24
57,23
58,20
59,18
60,24
61,19
62,21
63,22
64,15
65,13
66,16
67,21
68,21
69,19
70,17
71,13
72,18
73,14
74,13
75,12
76,11
77,11
78,6
79,6
80,15
81,7
82,9
83,10
84,8
85,10
86,9
87,8
88,7
89,6
90,6
91,13
92,9
93,9
94,4
95,4
96,6
97,7
98,5
99,6
100,6
