times,counts
-3,1
-2,3
-1,3
0,10
1,21
2,21
3,13
4,20
5,11
6,16
7,24
8,25
9,32
10,23
11,32
12,27
13,38
14,26
15,31
16,34
17,27
18,42
19,28
20,25
21,38
22,39
23,43
24,31
25,38
26,36
27,34
28,37
29,26
30,40
31,35
32,39
33,40
34,34
35,43
36,49
37,35
38,41
39,48
40,50
41,45
42,46
43,56
44,47
45,50
46,48
47,52
48,55
49,52
50,43
51,57
52,60
53,61
54,66
55,64
56,57
57,72
58,79
59,47
60,81
61,68
62,75
63,59
64,58
65,64
66,77
67,86
68,80
69,67
70,67
71,74
72,64
73,79
74,82
75,55
76,73
77,71
78,71
79,56
80,68
81,76
82,82
83,75
84,64
85,75
86,74
87,69
88,69
89,77
90,70
91,71
92,86
93,88
94,64
95,76
96,60
97,69
98,56
99,55
100,42
101,31
102,18
103,7
104,10
105,2
106,3
108,4
109,1
