times,counts
0,21
1,18
2,29
3,17
4,19
5,12
6,16
7,13
8,15
9,15
10,14
11,11
12,15
13,19
14,8
15,13
16,14
17,13
18,11
19,9
20,12
21,8
22,12
23,9
24,6
25,12
26,6
27,6
28,10
30,5
31,2
32,4
33,2
34,2
35,2
36,6
37,9
38,6
39,1
40,3
41,2
42,9
43,5
44,3
45,7
46,13
47,5
48,6
49,5
50,6
51,6
52,4
53,9
54,4
55,3
56,4
57,1
58,3
59,3
60,1
61,2
62,1
63,2
64,4
65,2
66,3
67,3
68,1
69,1
70,1
71,2
72,3
74,1
75,1
76,2
77,3
79,2
80,2
81,1
84,1
85,1
86,3
87,1
88,4
90,1
91,2
92,3
93,3
94,4
95,6
96,4
97,3
98,11
99,2
100,2
