times,counts
0,16
1,17
2,16
3,22
4,22
5,21
6,19
7,18
8,25
9,18
10,23
11,25
12,22
13,20
14,20
15,19
16,27
17,23
18,29
19,32
20,28
21,27
22,29
23,24
24,26
25,31
26,31
27,30
28,27
29,30
30,43
31,27
32,25
33,31
34,23
35,27
36,33
37,31
38,34
39,25
40,22
41,22
42,27
43,30
44,33
45,26
46,25
47,27
48,30
49,29
50,29
51,22
52,35
53,26
54,31
55,38
56,28
57,36
58,42
59,41
60,35
61,39
62,27
63,36
64,41
65,38
66,33
67,33
68,34
69,39
70,32
71,33
72,25
73,33
74,30
75,39
76,36
77,33
78,26
79,40
80,32
81,33
82,31
83,32
84,28
85,26
86,25
87,27
88,30
89,23
90,24
91,35
92,33
93,30
94,28
95,27
96,35
97,26
98,34
99,25
100,34
