times,counts
0,19
1,24
2,17
3,18
4,18
5,25
6,21
7,21
8,19
9,16
10,10
11,18
12,22
13,24
14,21
15,24
16,25
17,20
18,20
19,23
20,21
21,24
22,27
23,21
24,23
25,23
26,28
27,23
28,25
29,18
30,22
31,27
32,28
33,28
34,29
35,38
36,30
37,26
38,54
39,35
40,45
41,42
42,41
43,30
44,44
45,50
46,43
47,41
48,41
49,50
50,49
51,45
52,48
53,51
54,51
55,47
56,48
57,55
58,55
59,59
60,61
61,56
62,49
63,48
64,49
65,48
66,44
67,46
68,58
69,53
70,42
71,35
72,41
73,39
74,36
75,42
76,39
77,41
78,36
79,44
80,35
81,38
82,39
83,35
84,48
85,41
86,43
87,35
88,49
89,35
90,42
91,53
92,45
93,41
94,46
95,46
96,49
97,47
98,46
99,38
100,37
