times,counts
0,13
1,13
2,9
3,20
4,13
5,19
6,27
7,24
8,20
9,19
10,25
11,26
12,28
13,25
14,24
15,32
16,27
17,29
18,23
19,31
20,29
21,25
22,30
23,27
24,34
25,39
26,40
27,38
28,33
29,43
30,47
31,39
32,44
33,39
34,45
35,39
36,43
37,44
38,24
39,40
40,41
41,42
42,35
43,46
44,38
45,30
46,43
47,42
48,41
49,37
50,34
51,42
52,41
53,40
54,40
55,42
56,42
57,41
58,37
59,39
60,36
61,41
62,45
63,46
64,49
65,45
66,50
67,49
68,36
69,43
70,52
71,58
72,51
73,54
74,62
75,56
76,58
77,52
78,53
79,54
80,61
81,53
82,57
83,56
84,47
85,56
86,49
87,62
88,47
89,60
90,52
91,44
92,53
93,58
94,54
95,54
96,51
97,52
98,53
99,58
100,60
