,times,counts,rates
69,-22,0,1.3489053171371042e-09
70,-21,0,4.482937568873505e-08
71,-20,0,6.843509146752139e-07
72,-19,0,7.746193562935313e-06
73,-18,0,6.787329606675274e-05
74,-17,0,0.0004696901045982315
75,-16,0,0.0026405456515779403
76,-15,0,0.012343059103216494
77,-14,0,0.04862840411415897
78,-13,0,0.16257988012859517
79,-12,0,0.46306022289793713
80,-11,0,1.1277608313102603
81,-10,0,2.3602160206247427
82,-9,0,4.272388792188535
83,-8,0,6.744029802538634
84,-7,0,9.37662140473667
85,-6,0,11.623405348796757
86,-5,0,13.034246444149744
0,-4,1,13.443748585232134
1,-3,4,12.978608306554891
2,-2,3,11.92134830523555
3,-1,12,10.573633724899203
4,0,11,9.206985788310321
5,1,9,8.060503795385076
6,2,9,7.315803940927466
7,3,14,7.057019015510912
8,4,14,7.262238102134355
9,5,13,7.822866801598296
10,6,5,8.555140268148332
11,7,12,9.212833773356063
12,8,6,9.546565942729256
13,9,10,9.404762363522325
14,10,5,8.799843262111752
15,11,7,7.8806439035869
16,12,6,6.844278452368895
17,13,13,5.867611674462717
18,14,11,5.086772383500363
19,15,7,4.590173691151119
20,16,8,4.401342925005016
21,17,10,4.467725137612596
22,18,9,4.672449659528604
23,19,5,4.870710314294003
24,20,6,4.946832818748664
25,21,6,4.866260208964081
26,22,2,4.67697590162029
27,23,4,4.451822952229241
28,24,6,4.226319767211021
29,25,7,3.990892890285994
30,26,6,3.733947777561355
31,27,4,3.481010965939186
32,28,1,3.294179256007584
33,29,7,3.2478082940993267
34,30,4,3.405176658145592
35,31,6,3.793350171070603
36,32,1,4.372047754923835
37,33,8,5.016942718179106
38,34,1,5.544362785079795
39,35,4,5.781571438078544
40,36,3,5.648038663930911
41,37,3,5.1902487035309335
42,38,3,4.5414951241568975
43,39,5,3.83804712912971
44,40,5,3.156975713187228
45,41,7,2.519209555765158
46,42,9,1.9375837894928047
47,43,2,1.448232869444698
48,44,1,1.096692673098851
49,45,5,0.9076179457766935
50,46,7,0.8731952189731341
51,47,2,0.9622376464806462
52,48,5,1.1323636439251592
87,49,0,1.3353592413241084
53,50,1,1.5217077606863796
54,51,2,1.6515571157882598
55,52,1,1.7052211322077806
88,53,0,1.6814994765070437
56,54,2,1.5863402089731604
57,55,1,1.427238849018384
58,56,2,1.2220790957462697
59,57,2,1.0091587611887276
89,58,0,0.8364592814178949
60,59,1,0.732509207851043
61,60,3,0.6866921989690736
62,61,3,0.6570935529600578
90,62,0,0.598239933302149
63,63,2,0.4895385740694812
91,64,0,0.3463371044440889
92,65,0,0.20589810450037566
64,66,1,0.100256511184468
65,67,1,0.038854421643160275
93,68,0,0.011548720496341121
66,69,2,0.0024978189755341146
67,70,1,0.00036265310306888687
94,71,0,3.0806907511729145e-05
95,72,0,1.1579226615109327e-06
96,73,0,7.68975991055705e-09
