times,counts
0,14
1,18
2,11
3,14
4,9
5,14
6,12
7,14
8,13
9,15
10,9
11,17
12,14
13,14
14,19
15,9
16,9
17,14
18,17
19,24
20,24
21,18
22,12
23,27
24,23
25,32
26,25
27,35
28,34
29,16
30,26
31,28
32,28
33,29
34,27
35,28
36,25
37,29
38,36
39,28
40,30
41,28
42,35
43,20
44,32
45,28
46,17
47,24
48,17
49,16
50,18
51,18
52,28
53,21
54,18
55,19
56,24
57,29
58,25
59,19
60,25
61,18
62,18
63,16
64,18
65,17
66,16
67,14
68,18
69,18
70,15
71,16
72,18
73,19
74,17
75,25
76,15
77,23
78,24
79,11
80,15
81,23
82,16
83,21
84,18
85,23
86,21
87,21
88,18
89,16
90,24
91,15
92,24
93,24
94,16
95,23
96,28
97,22
98,19
99,22
100,26
