times,counts
0,20
1,16
2,9
3,16
4,13
5,18
6,18
7,23
8,23
9,14
10,17
11,21
12,14
13,20
14,12
15,26
16,21
17,17
18,16
19,9
20,13
21,12
22,13
23,12
24,9
25,10
26,8
27,11
28,19
29,13
30,6
31,12
32,10
33,9
34,8
35,5
36,8
37,6
38,6
39,4
40,5
41,5
42,2
43,4
44,6
45,1
46,5
47,7
48,6
49,11
52,6
53,2
54,8
55,3
56,1
57,3
58,5
59,6
60,3
61,5
62,4
63,3
64,3
65,1
66,2
67,2
68,3
69,3
70,2
71,4
72,3
73,5
74,4
75,6
76,7
77,5
78,2
79,4
80,3
81,2
82,2
83,4
84,6
85,4
86,2
87,5
88,4
89,3
90,3
91,5
92,3
93,1
94,4
95,4
96,4
97,1
98,1
