times,counts
0,18
1,17
2,10
3,23
4,30
5,14
6,21
7,13
8,21
9,27
10,25
11,23
12,19
13,21
14,25
15,13
16,20
17,21
18,24
19,29
20,22
21,29
22,23
23,23
24,25
25,23
26,16
27,17
28,7
29,21
30,25
31,26
32,24
33,19
34,16
35,22
36,21
37,12
38,13
39,12
40,15
41,11
42,12
43,15
44,14
45,18
46,21
47,14
48,21
49,16
50,18
51,19
52,14
53,16
54,15
55,17
56,9
57,15
58,8
59,16
60,12
61,10
62,10
63,6
64,11
65,10
66,5
67,5
68,5
69,7
70,7
71,6
72,3
73,8
74,3
75,2
76,2
77,10
78,2
79,3
80,1
81,2
82,6
83,1
84,5
85,4
86,1
87,5
88,3
89,1
90,1
91,5
93,1
94,3
95,2
96,2
97,1
98,2
